LMIcaseid,URL,Casetitle,Civilaction,Venue,YearFiled,Filingdate,Declaratoryjudgment,NPECode,Patents,# Of Patents,PrimaryPatent,IPC Url ,IPC,PrimaryClass,First4level,Filingdate1,B4,B3,B2,B1,Q0,A1,A2,A3,A4,Casetitle1,Casetitle2,y,tag,dup,,,,,,,
No Patents Available (On Lex Machina),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000849,http://law.lexmachina.com/cases/1000000849,"Cygnus Telecommunications Technology v. Worldport Communications, Inc. et al",5:02-cv-00144,N.D.Cal.,2002,  1/9/2002,0,1,No Patents Available from Lex Machina,,,,,,,1/9/2002,Not Available,,,,,,,,,Cygnus Telecommunications Technology,"Worldport Communications, Inc. et al",186,0,3,,,,,,,
1000000855,http://law.lexmachina.com/cases/1000000855,"Cygnus Telecommunications Technology v. Ptek Holdings, Inc.",5:02-cv-00150,N.D.Cal.,2002,  1/9/2002,0,1,No Patents Available from Lex Machina,,,,,,,1/9/2002,Not Available,,,,,,,,,Cygnus Telecommunications Technology,"Ptek Holdings, Inc.",186,0,6,,,,,,,
1000000859,http://law.lexmachina.com/cases/1000000859,"Cygnus Telecommunications Technology v. Intercontinental Exchange, Inc. et al",5:02-cv-00559,N.D.Cal.,2002, 1/31/2002,0,1,No Patents Available from Lex Machina,,,,,,,1/31/2002,Not Available,,,,,,,,,Cygnus Telecommunications Technology,"Intercontinental Exchange, Inc. et al",186,0,4,,,,,,,
1000000873,http://law.lexmachina.com/cases/1000000873,"Cybon, Inc. v. Z-Kat, Inc.",5:02-cv-03475,N.D.Cal.,2002, 7/19/2002,1,1,No Patents Available from Lex Machina,,,,,,,7/19/2002,Not Available,,,,,,,,,"Cybon, Inc.","Z-Kat, Inc.",185,1,0,,,,,,,
1000000881,http://law.lexmachina.com/cases/1000000881,"Townshend Intellectual Property, L.L.C. v. Analog Devices, Inc.",5:02-cv-04835,N.D.Cal.,2002, 10/7/2002,0,5,No Patents Available from Lex Machina,,,,,,,10/7/2002,Not Available,,,,,,,,,"Townshend Intellectual Property, L.L.C.","Analog Devices, Inc.",1422,1,0,,,,,,,
1000000901,http://law.lexmachina.com/cases/1000000901,"Pulse Engineering, Inc. v. Regal Electronics, Inc.",5:03-cv-01837,N.D.Cal.,2003, 4/23/2003,0,8,No Patents Available from Lex Machina,,,,,,,4/23/2003,Not Available,,,,,,,,,"Pulse Engineering, Inc.","Regal Electronics, Inc.",4681,1,0,,,,,,,
1000000917,http://law.lexmachina.com/cases/1000000917,Akers v. Trimble Navigation Limited,5:03-cv-04257,N.D.Cal.,2003, 9/18/2003,0,9,No Patents Available from Lex Machina,,,,,,,9/18/2003,Not Available,,,,,,,,,Akers,Trimble Navigation Limited,6033,0,1,,,,,,,
1000000938,http://law.lexmachina.com/cases/1000000938,Renesas Technology Corp. v. Sandisk Corporation,5:04-cv-01165,N.D.Cal.,2004, 3/24/2004,0,8,No Patents Available from Lex Machina,,,,,,,3/24/2004,Not Available,,,,,,,,,Renesas Technology Corp.,Sandisk Corporation,4792,1,0,,,,,,,
1000000941,http://law.lexmachina.com/cases/1000000941,"Romala Stone, Inc. v. The Home Depot U.S.A., Inc.",5:04-cv-01315,N.D.Cal.,2004,  4/5/2004,0,8,No Patents Available from Lex Machina,,,,,,,4/5/2004,Not Available,,,,,,,,,"Romala Stone, Inc.","The Home Depot U.S.A., Inc.",4854,1,0,,,,,,,
1000000985,http://law.lexmachina.com/cases/1000000985,Agfa Corp. et al v. Compression Labs Inc. et al,5:05-cv-01228,N.D.Cal.,2005, 3/25/2005,1,8,No Patents Available from Lex Machina,,,,,,,3/25/2005,Not Available,,,,,,,,,Agfa Corp. et al,Compression Labs Inc. et al,1665,1,0,,,,,,,
1000000987,http://law.lexmachina.com/cases/1000000987,"Sandisk Corporation v. STMicroelectronics,Inc., et al",5:05-cv-01248,N.D.Cal.,2005, 3/28/2005,0,8,No Patents Available from Lex Machina,,,,,,,3/28/2005,Not Available,,,,,,,,,Sandisk Corporation,"STMicroelectronics,Inc., et al",4913,0,3,,,,,,,
1000000990,http://law.lexmachina.com/cases/1000000990,Acacia Media Technologies Corporation v. Armstrong Group et al,5:05-cv-01543,N.D.Cal.,2005, 4/14/2005,0,1,No Patents Available from Lex Machina,,,,,,,4/14/2005,Not Available,,,,,,,,,Acacia Media Technologies Corporation,Armstrong Group et al,8,1,5,,,,,,,
1000000994,http://law.lexmachina.com/cases/1000000994,Acacia Media Technologies Corporation v. Global AVS Inc,5:05-cv-01564,N.D.Cal.,2005, 4/15/2005,0,1,No Patents Available from Lex Machina,,,,,,,4/15/2005,Not Available,,,,,,,,,Acacia Media Technologies Corporation,Global AVS Inc,8,0,3,,,,,,,
1000000999,http://law.lexmachina.com/cases/1000000999,Acacia Media Technologies Corporation v. Audio Communications Inc,5:05-cv-01569,N.D.Cal.,2005, 4/15/2005,0,1,No Patents Available from Lex Machina,,,,,,,4/15/2005,Not Available,,,,,,,,,Acacia Media Technologies Corporation,Audio Communications Inc,8,0,1,,,,,,,
1000001005,http://law.lexmachina.com/cases/1000001005,Acacia Media Technologies Corporation v. Lightspeedcash,5:05-cv-01575,N.D.Cal.,2005, 4/15/2005,0,1,No Patents Available from Lex Machina,,,,,,,4/15/2005,Not Available,,,,,,,,,Acacia Media Technologies Corporation,Lightspeedcash,8,0,2,,,,,,,
1000001010,http://law.lexmachina.com/cases/1000001010,"Dioptics Medical Products,Inc., v. Solar Bat Enterprises,Inc.,",5:05-cv-01701,N.D.Cal.,2005, 4/25/2005,0,8,No Patents Available from Lex Machina,,,,,,,4/25/2005,Not Available,,,,,,,,,"Dioptics Medical Products,Inc.,","Solar Bat Enterprises,Inc.,",2654,0,1,,,,,,,
1000001016,http://law.lexmachina.com/cases/1000001016,"Dioptics Medical Products, Inc",5:05-cv-02308,N.D.Cal.,2005,  6/7/2005,0,8,No Patents Available from Lex Machina,,,,,,,6/7/2005,Not Available,,,,,,,,,"Dioptics Medical Products, Inc",,2652,1,0,,,,,,,
1000001017,http://law.lexmachina.com/cases/1000001017,"Mesa/Boogie, Ltd. et al v. Korg USA, Inc et al",5:05-cv-03031,N.D.Cal.,2005, 7/26/2005,0,8,No Patents Available from Lex Machina,,,,,,,7/26/2005,Not Available,,,,,,,,,"Mesa/Boogie, Ltd. et al","Korg USA, Inc et al",4017,1,0,,,,,,,
1000001116,http://law.lexmachina.com/cases/1000001116,"Health Discovery Corporation v. Ciphergen Biosystems, Inc.",3:07-cv-00285,N.D.Cal.,2007, 1/17/2007,0,8,No Patents Available from Lex Machina,,,,,,,1/17/2007,Not Available,,,,,,,,,Health Discovery Corporation,"Ciphergen Biosystems, Inc.",3252,1,0,,,,,,,
1000001167,http://law.lexmachina.com/cases/1000001167,"Mosaic Systems, Inc. v. Cisco Systems, Inc. et al",3:07-cv-03892,N.D.Cal.,2007, 7/30/2007,0,8,No Patents Available from Lex Machina,,,,,,,7/30/2007,Not Available,,,,,,,,,"Mosaic Systems, Inc.","Cisco Systems, Inc. et al",4120,1,0,,,,,,,
1000001230,http://law.lexmachina.com/cases/1000001230,"Technology Licensing Corporation v. Best Buy Co., Inc.",3:08-cv-01435,N.D.Cal.,2008, 3/13/2008,0,1,No Patents Available from Lex Machina,,,,,,,3/13/2008,Not Available,,,,,,,,,Technology Licensing Corporation,"Best Buy Co., Inc.",730,0,12,,,,,,,
1000001339,http://law.lexmachina.com/cases/1000001339,"Z-man Fishing Products, Inc. v. Applied Elastomeries, Inc.",4:07-cv-00011,N.D.Cal.,2007,  1/3/2007,1,8,No Patents Available from Lex Machina,,,,,,,1/3/2007,Not Available,,,,,,,,,"Z-man Fishing Products, Inc.","Applied Elastomeries, Inc.",6009,1,0,,,,,,,
1000001371,http://law.lexmachina.com/cases/1000001371,"Technology Licensing Corporation v. Initial Technology, Inc.",4:08-cv-03801,N.D.Cal.,2008,  8/8/2008,0,1,No Patents Available from Lex Machina,,,,,,,8/8/2008,Not Available,,,,,,,,,Technology Licensing Corporation,"Initial Technology, Inc.",730,0,8,,,,,,,
1000001393,http://law.lexmachina.com/cases/1000001393,Acacia Media Technologies Corporation v. Time Warner Cable et al,5:06-cv-03049,N.D.Cal.,2006,  5/5/2006,0,1,No Patents Available from Lex Machina,,,,,,,5/5/2006,Not Available,,,,,,,,,Acacia Media Technologies Corporation,Time Warner Cable et al,8,0,6,,,,,,,
1000005060,http://law.lexmachina.com/cases/1000005060,"Phase Four Industries, Inc. v. Marathon Coach, Inc.",5:04-cv-05105,N.D.Cal.,2004, 12/2/2004,0,8,No Patents Available from Lex Machina,,,,,,,12/2/2004,Not Available,,,,,,,,,"Phase Four Industries, Inc.","Marathon Coach, Inc.",4561,1,0,,,,,,,
1000005763,http://law.lexmachina.com/cases/1000005763,The Curotto-Can Inc v. Kann Manufacturing Corporation,5:09-cv-02887,N.D.Cal.,2009, 6/26/2009,0,8,No Patents Available from Lex Machina,,,,,,,6/26/2009,Not Available,,,,,,,,,The Curotto-Can Inc,Kann Manufacturing Corporation,5442,1,0,,,,,,,
10001,http://law.lexmachina.com/cases/10001,Kapusta v. Lemco Tool Corp,3:00-cv-01135,D.Conn.,2000, 6/19/2000,0,9,No Patents Available from Lex Machina,,,,,,,6/19/2000,Not Available,,,,,,,,,Kapusta,Lemco Tool Corp,6254,1,0,,,,,,,
10004,http://law.lexmachina.com/cases/10004,"Thule, Inc. v. Graber Prod, Inc, et al",3:02-cv-00276,D.Conn.,2002, 2/15/2002,0,8,No Patents Available from Lex Machina,,,,,,,2/15/2002,Not Available,,,,,,,,,"Thule, Inc.","Graber Prod, Inc, et al",5502,1,0,,,,,,,
10006,http://law.lexmachina.com/cases/10006,"R & P Pools, Inc. v. New Kayak Pool, et al",1:01-cv-00051,W.D.N.Y.,2001, 1/26/2001,0,8,No Patents Available from Lex Machina,,,,,,,1/26/2001,Not Available,,,,,,,,,"R & P Pools, Inc.","New Kayak Pool, et al",4720,1,0,,,,,,,
10007,http://law.lexmachina.com/cases/10007,"Dictaphone Corp v. Nice Sys Ltd, et al",3:00-cv-01143,D.Conn.,2000, 6/19/2000,0,8,No Patents Available from Lex Machina,,,,,,,6/19/2000,Not Available,,,,,,,,,Dictaphone Corp,"Nice Sys Ltd, et al",2635,1,1,,,,,,,
10010,http://law.lexmachina.com/cases/10010,"Dictaphone Corp v. Swift Computers Inc, et al",3:03-cv-01646,D.Conn.,2003, 9/26/2003,0,8,No Patents Available from Lex Machina,,,,,,,9/26/2003,Not Available,,,,,,,,,Dictaphone Corp,"Swift Computers Inc, et al",2635,0,2,,,,,,,
10013,http://law.lexmachina.com/cases/10013,Omni Mold Sys v. Progressive Intl,3:00-cv-01078,D.Conn.,2000, 6/12/2000,0,8,No Patents Available from Lex Machina,,,,,,,6/12/2000,Not Available,,,,,,,,,Omni Mold Sys,Progressive Intl,4355,1,0,,,,,,,
10029,http://law.lexmachina.com/cases/10029,"Technology Innovations, LLC v. Leapfrog, et al",6:02-cv-06377,W.D.N.Y.,2002, 7/18/2002,0,1,No Patents Available from Lex Machina,,,,,,,7/18/2002,Not Available,,,,,,,,,"Technology Innovations, LLC","Leapfrog, et al",733,1,0,,,,,,,
10030,http://law.lexmachina.com/cases/10030,"General Elec Co v. Advantech Automation, et al",3:02-cv-00019,D.Conn.,2002,  1/4/2002,0,8,No Patents Available from Lex Machina,,,,,,,1/4/2002,Not Available,,,,,,,,,General Elec Co,"Advantech Automation, et al",3100,1,0,,,,,,,
10035,http://law.lexmachina.com/cases/10035,Smart Parts Inc. et al v. Hensel,1:05-cv-00210,W.D.N.Y.,2005, 3/28/2005,0,9,No Patents Available from Lex Machina,,,,,,,3/28/2005,Not Available,,,,,,,,,Smart Parts Inc. et al,Hensel,6418,1,0,,,,,,,
10042,http://law.lexmachina.com/cases/10042,"Hear-Wear Tech LLC v. Bauman, et al",3:03-cv-01599,D.Conn.,2003, 9/18/2003,0,7,No Patents Available from Lex Machina,,,,,,,9/18/2003,Not Available,,,,,,,,,Hear-Wear Tech LLC,"Bauman, et al",1533,1,0,,,,,,,
10051,http://law.lexmachina.com/cases/10051,"Carr-Stock v. Lenjoy Engineering, et al",1:03-cv-00188,W.D.N.Y.,2003,  3/7/2003,0,9,No Patents Available from Lex Machina,,,,,,,3/7/2003,Not Available,,,,,,,,,Carr-Stock,"Lenjoy Engineering, et al",6088,1,0,,,,,,,
1006,http://law.lexmachina.com/cases/1006,Osram Sylvania Inc. v. Durel Corporation,1:00-cv-00501,D.Del.,2000, 5/18/2000,0,8,No Patents Available from Lex Machina,,,,,,,5/18/2000,Not Available,,,,,,,,,Osram Sylvania Inc.,Durel Corporation,4415,1,0,,,,,,,
10061,http://law.lexmachina.com/cases/10061,"Goodway Tech Corp v. GI Ind, Inc, et al",3:02-cv-00634,D.Conn.,2002, 4/10/2002,0,8,No Patents Available from Lex Machina,,,,,,,4/10/2002,Not Available,,,,,,,,,Goodway Tech Corp,"GI Ind, Inc, et al",3179,1,0,,,,,,,
10078,http://law.lexmachina.com/cases/10078,Light Sources Inc v. First Light Tech Inc,3:00-cv-01268,D.Conn.,2000,  7/6/2000,0,8,No Patents Available from Lex Machina,,,,,,,7/6/2000,Not Available,,,,,,,,,Light Sources Inc,First Light Tech Inc,3783,1,2,,,,,,,
10103,http://law.lexmachina.com/cases/10103,"Bristol-Myers v. Danbury Pharmacal, et al",3:01-cv-00304,D.Conn.,2001, 2/26/2001,0,8,No Patents Available from Lex Machina,,,,,,,2/26/2001,Not Available,,,,,,,,,Bristol-Myers,"Danbury Pharmacal, et al",2214,1,0,,,,,,,
1014,http://law.lexmachina.com/cases/1014,Henkel Corporation v. Oakite Products Inc.,1:00-cv-00576,D.Del.,2000, 6/14/2000,0,8,No Patents Available from Lex Machina,,,,,,,6/14/2000,Not Available,,,,,,,,,Henkel Corporation,Oakite Products Inc.,3272,1,0,,,,,,,
10165,http://law.lexmachina.com/cases/10165,Halstead Intl Inc v. Milliken & Co,3:03-cv-00760,D.Conn.,2003, 4/29/2003,0,8,No Patents Available from Lex Machina,,,,,,,4/29/2003,Not Available,,,,,,,,,Halstead Intl Inc,Milliken & Co,3230,1,0,,,,,,,
10166,http://law.lexmachina.com/cases/10166,Dixie EMS Supply USA v. Armstrong Medical,1:00-cv-03312,E.D.N.Y.,2000,  6/8/2000,0,8,No Patents Available from Lex Machina,,,,,,,6/8/2000,Not Available,,,,,,,,,Dixie EMS Supply USA,Armstrong Medical,2664,1,0,,,,,,,
10178,http://law.lexmachina.com/cases/10178,Anaren Microwave v. Mid-Atlantic RF,5:02-cv-00115,N.D.N.Y.,2002, 1/28/2002,0,8,No Patents Available from Lex Machina,,,,,,,1/28/2002,Not Available,,,,,,,,,Anaren Microwave,Mid-Atlantic RF,1808,1,0,,,,,,,
10221,http://law.lexmachina.com/cases/10221,"P.P.R. Direct, Inc. v. E-Z Bowz, L.L.C.",1:00-cv-04206,E.D.N.Y.,2000, 7/19/2000,0,8,No Patents Available from Lex Machina,,,,,,,7/19/2000,Not Available,,,,,,,,,"P.P.R. Direct, Inc.","E-Z Bowz, L.L.C.",4444,1,0,,,,,,,
10246,http://law.lexmachina.com/cases/10246,Light Sources Inc v. Voltarc Tech Inc,3:03-cv-00817,D.Conn.,2003,  5/7/2003,0,8,No Patents Available from Lex Machina,,,,,,,5/7/2003,Not Available,,,,,,,,,Light Sources Inc,Voltarc Tech Inc,3783,0,1,,,,,,,
10275,http://law.lexmachina.com/cases/10275,"Rocky Mountain Trade v. Neato, LLC, et al",3:01-cv-00027,D.Conn.,2001,  1/8/2001,0,8,No Patents Available from Lex Machina,,,,,,,1/8/2001,Not Available,,,,,,,,,Rocky Mountain Trade,"Neato, LLC, et al",4848,0,1,,,,,,,
10294,http://law.lexmachina.com/cases/10294,"Mitel Networks, Inc. v. Rates Technology Inc. et al",1:05-cv-01724,E.D.N.Y.,2005,  4/5/2005,1,5,No Patents Available from Lex Machina,,,,,,,4/5/2005,Not Available,,,,,,,,,"Mitel Networks, Inc.",Rates Technology Inc. et al,1245,1,0,,,,,,,
10309,http://law.lexmachina.com/cases/10309,Global Payment Tech v. JCM Amer Corp,3:02-cv-01511,D.Conn.,2002, 8/28/2002,0,8,No Patents Available from Lex Machina,,,,,,,8/28/2002,Not Available,,,,,,,,,Global Payment Tech,JCM Amer Corp,3155,1,0,,,,,,,
10328,http://law.lexmachina.com/cases/10328,"Klearfold, Inc. v. Printex Packaging",2:01-cv-07747,E.D.N.Y.,2001,11/20/2001,0,8,No Patents Available from Lex Machina,,,,,,,11/20/2001,Not Available,,,,,,,,,"Klearfold, Inc.",Printex Packaging,3663,1,0,,,,,,,
10335,http://law.lexmachina.com/cases/10335,"Gym Door Repairs, Inc. v. Versatile Repairs, Inc. et al",2:02-cv-05551,E.D.N.Y.,2002,10/17/2002,0,8,No Patents Available from Lex Machina,,,,,,,10/17/2002,Not Available,,,,,,,,,"Gym Door Repairs, Inc.","Versatile Repairs, Inc. et al",3220,1,0,,,,,,,
10338,http://law.lexmachina.com/cases/10338,"Acticon Technologies v. TDK Systems, Inc., et al",2:01-cv-07707,E.D.N.Y.,2001,11/19/2001,0,1,No Patents Available from Lex Machina,,,,,,,11/19/2001,Not Available,,,,,,,,,Acticon Technologies,"TDK Systems, Inc., et al",13,0,2,,,,,,,
1035,http://law.lexmachina.com/cases/1035,Atmel Corporation v. Stmicroelectronics,1:00-cv-00833,D.Del.,2000, 9/13/2000,0,8,No Patents Available from Lex Machina,,,,,,,9/13/2000,Not Available,,,,,,,,,Atmel Corporation,Stmicroelectronics,1955,0,2,,,,,,,
10427,http://law.lexmachina.com/cases/10427,"Omega Engineering, Inc. v. Maxi-Aids, Inc. et al",2:05-cv-01888,E.D.N.Y.,2005, 4/18/2005,0,8,No Patents Available from Lex Machina,,,,,,,4/18/2005,Not Available,,,,,,,,,"Omega Engineering, Inc.","Maxi-Aids, Inc. et al",4352,1,0,,,,,,,
10440,http://law.lexmachina.com/cases/10440,"Gehring Textiles, Inc.",2:05-cv-03570,E.D.N.Y.,2005, 7/28/2005,0,8,No Patents Available from Lex Machina,,,,,,,7/28/2005,Not Available,,,,,,,,,"Gehring Textiles, Inc.",,3087,1,0,,,,,,,
10451,http://law.lexmachina.com/cases/10451,"Advantage Dental v. All Dental Prodx, et al",2:00-cv-05785,E.D.N.Y.,2000, 9/19/2000,0,8,No Patents Available from Lex Machina,,,,,,,9/19/2000,Not Available,,,,,,,,,Advantage Dental,"All Dental Prodx, et al",1646,1,0,,,,,,,
10462,http://law.lexmachina.com/cases/10462,"J. DAddario & Company, Inc. v. W.L. Gore & Associates, Inc.",2:04-cv-03858,E.D.N.Y.,2004,  9/8/2004,0,8,No Patents Available from Lex Machina,,,,,,,9/8/2004,Not Available,,,,,,,,,"J. DAddario & Company, Inc.","W.L. Gore & Associates, Inc.",3554,1,0,,,,,,,
10487,http://law.lexmachina.com/cases/10487,"Sunny Marketing Systems, Inc. v. Confirm International U.S.A. Corporation",2:03-cv-00503,E.D.N.Y.,2003, 1/30/2003,1,"5, 9",No Patents Available from Lex Machina,,,,,,,1/30/2003,Not Available,,,,,,,,,"Sunny Marketing Systems, Inc.",Confirm International U.S.A. Corporation,6756,1,0,,,,,,,
1051,http://law.lexmachina.com/cases/1051,Europaisches Lab v. ISIS Pharmaceuticals,1:00-cv-00962,D.Del.,2000,11/15/2000,0,8,No Patents Available from Lex Machina,,,,,,,11/15/2000,Not Available,,,,,,,,,Europaisches Lab,ISIS Pharmaceuticals,2877,1,0,,,,,,,
10514,http://law.lexmachina.com/cases/10514,"VIDEOTEK, INC. v. COOPER, et al",2:01-cv-02789,E.D.Pa.,2001,  6/6/2001,1,"1, 9",No Patents Available from Lex Machina,,,,,,,6/6/2001,Not Available,,,,,,,,,"VIDEOTEK, INC.","COOPER, et al",6642,1,0,,,,,,,
10515,http://law.lexmachina.com/cases/10515,"MUIR v. ATI TECHNOLOGIES, et al",2:01-cv-02741,E.D.Pa.,2001,  6/4/2001,0,9,No Patents Available from Lex Machina,,,,,,,6/4/2001,Not Available,,,,,,,,,MUIR,"ATI TECHNOLOGIES, et al",6323,1,0,,,,,,,
1053,http://law.lexmachina.com/cases/1053,C R Bard Inc. v. Cook Incorporated,1:00-cv-00974,D.Del.,2000,11/17/2000,0,8,No Patents Available from Lex Machina,,,,,,,11/17/2000,Not Available,,,,,,,,,C R Bard Inc.,Cook Incorporated,2240,1,0,,,,,,,
10530,http://law.lexmachina.com/cases/10530,"DALLOZ SAFETY, INC. v. D.B. INDUSTRIES, INC",2:00-cv-00372,W.D.Pa.,2000, 2/25/2000,0,8,No Patents Available from Lex Machina,,,,,,,2/25/2000,Not Available,,,,,,,,,"DALLOZ SAFETY, INC.","D.B. INDUSTRIES, INC",2567,1,0,,,,,,,
10539,http://law.lexmachina.com/cases/10539,"ILLINOIS TOOL INC. v. ION SYSTEMS, INC.",2:02-cv-00175,E.D.Pa.,2002, 1/14/2002,0,8,No Patents Available from Lex Machina,,,,,,,1/14/2002,Not Available,,,,,,,,,ILLINOIS TOOL INC.,"ION SYSTEMS, INC.",3413,1,0,,,,,,,
1054,http://law.lexmachina.com/cases/1054,Tulip Computer Intl. v. Dell Computer Corp.,1:00-cv-00981,D.Del.,2000,11/24/2000,0,8,No Patents Available from Lex Machina,,,,,,,11/24/2000,Not Available,,,,,,,,,Tulip Computer Intl.,Dell Computer Corp.,5621,1,0,,,,,,,
10540,http://law.lexmachina.com/cases/10540,ORASURE TECH INC v. ELLMAN INTERNATIONAL,2:01-cv-02978,E.D.Pa.,2001, 6/15/2001,0,8,No Patents Available from Lex Machina,,,,,,,6/15/2001,Not Available,,,,,,,,,ORASURE TECH INC,ELLMAN INTERNATIONAL,4382,1,0,,,,,,,
10572,http://law.lexmachina.com/cases/10572,"M.A.B. SUPERFIT, INC v. KVINC.",2:01-cv-07208,E.D.Pa.,2001,12/31/2001,0,8,No Patents Available from Lex Machina,,,,,,,12/31/2001,Not Available,,,,,,,,,"M.A.B. SUPERFIT, INC",KVINC.,3858,1,0,,,,,,,
10576,http://law.lexmachina.com/cases/10576,MCKESSON AUTOMATED v. NEXTRX CORPORATION,2:01-cv-01227,W.D.Pa.,2001,  7/2/2001,0,8,No Patents Available from Lex Machina,,,,,,,7/2/2001,Not Available,,,,,,,,,MCKESSON AUTOMATED,NEXTRX CORPORATION,3939,1,0,,,,,,,
1059,http://law.lexmachina.com/cases/1059,"Scimed Life Systems, et al v. Medtronic AVE Inc.",1:00-cv-01024,D.Del.,2000, 12/6/2000,0,8,No Patents Available from Lex Machina,,,,,,,12/6/2000,Not Available,,,,,,,,,"Scimed Life Systems, et al",Medtronic AVE Inc.,4977,1,0,,,,,,,
1060,http://law.lexmachina.com/cases/1060,"inTEST Corporation, et al v. Credence Systems",1:00-cv-01053,D.Del.,2000,12/15/2000,0,"8, 12",No Patents Available from Lex Machina,,,,,,,12/15/2000,Not Available,,,,,,,,,"inTEST Corporation, et al",Credence Systems,6859,1,0,,,,,,,
10610,http://law.lexmachina.com/cases/10610,"CAMBRIA COUNTY ASSOC v. BOONE SUPPLY COMPANY, et al",3:01-cv-00362,W.D.Pa.,2001,11/16/2001,1,"8, 9",No Patents Available from Lex Machina,,,,,,,11/16/2001,Not Available,,,,,,,,,CAMBRIA COUNTY ASSOC,"BOONE SUPPLY COMPANY, et al",6953,1,0,,,,,,,
10633,http://law.lexmachina.com/cases/10633,"ASTRAZENECA UK LTD, et al v. MYLAN PHARMACEUTICAL",2:00-cv-02239,W.D.Pa.,2000, 11/9/2000,0,8,No Patents Available from Lex Machina,,,,,,,11/9/2000,Not Available,,,,,,,,,"ASTRAZENECA UK LTD, et al",MYLAN PHARMACEUTICAL,1945,1,0,,,,,,,
10640,http://law.lexmachina.com/cases/10640,THE NEW L&N; SALES v. PROMARX SPECIALTIES,2:01-cv-02014,E.D.Pa.,2001, 4/24/2001,0,8,No Patents Available from Lex Machina,,,,,,,4/24/2001,Not Available,,,,,,,,,THE NEW L&N; SALES,PROMARX SPECIALTIES,5460,0,2,,,,,,,
10647,http://law.lexmachina.com/cases/10647,"OSRAM OPTO v. NICHIA AMERICA CORP., et al",2:01-cv-03927,E.D.Pa.,2001,  8/2/2001,0,8,No Patents Available from Lex Machina,,,,,,,8/2/2001,Not Available,,,,,,,,,OSRAM OPTO,"NICHIA AMERICA CORP., et al",4414,1,0,,,,,,,
1066,http://law.lexmachina.com/cases/1066,"Miller Products Co. v. Veltek Associates, et al",1:01-cv-00035,D.Del.,2001, 1/17/2001,1,"8, 9",No Patents Available from Lex Machina,,,,,,,1/17/2001,Not Available,,,,,,,,,Miller Products Co.,"Veltek Associates, et al",7062,1,0,,,,,,,
10672,http://law.lexmachina.com/cases/10672,"Carlisle Syntec Inco v. ADCO Products, Inc.",4:02-cv-00713,M.D.Pa.,2002, 4/26/2002,0,8,No Patents Available from Lex Machina,,,,,,,4/26/2002,Not Available,,,,,,,,,Carlisle Syntec Inco,"ADCO Products, Inc.",2295,1,0,,,,,,,
10681,http://law.lexmachina.com/cases/10681,"NEWCORE, USA v. SKY MALL, INC., et al",2:00-cv-05954,E.D.Pa.,2000,11/22/2000,0,8,No Patents Available from Lex Machina,,,,,,,11/22/2000,Not Available,,,,,,,,,"NEWCORE, USA","SKY MALL, INC., et al",4233,1,0,,,,,,,
10713,http://law.lexmachina.com/cases/10713,"SPECIALTY SURFACES, et al v. SPORTEXE CONSTRUCTION, et al",2:04-cv-00288,W.D.Pa.,2004, 2/27/2004,0,"8, 9",No Patents Available from Lex Machina,,,,,,,2/27/2004,Not Available,,,,,,,,,"SPECIALTY SURFACES, et al","SPORTEXE CONSTRUCTION, et al",7125,1,0,,,,,,,
10714,http://law.lexmachina.com/cases/10714,"ALZA CORPORATION, et al v. MYLAN LABORATORIES, et al",2:02-cv-00230,W.D.Pa.,2002, 1/25/2002,0,8,No Patents Available from Lex Machina,,,,,,,1/25/2002,Not Available,,,,,,,,,"ALZA CORPORATION, et al","MYLAN LABORATORIES, et al",1754,1,0,,,,,,,
